"Start time UTC","End time UTC","Electricity consumption in Finland"
"2023-12-10T22:30:00.000Z","2023-12-10T22:45:00.000Z","11497"
"2023-12-10T22:45:00.000Z","2023-12-10T23:00:00.000Z","11406"
"2023-12-10T23:00:00.000Z","2023-12-10T23:15:00.000Z","11317"
"2023-12-10T23:15:00.000Z","2023-12-10T23:30:00.000Z","11195"
"2023-12-10T23:30:00.000Z","2023-12-10T23:45:00.000Z","11136"
"2023-12-10T23:45:00.000Z","2023-12-11T00:00:00.000Z","11103"
"2023-12-11T00:00:00.000Z","2023-12-11T00:15:00.000Z","11080"
"2023-12-11T00:15:00.000Z","2023-12-11T00:30:00.000Z","10989"
"2023-12-11T00:30:00.000Z","2023-12-11T00:45:00.000Z","10996"
"2023-12-11T00:45:00.000Z","2023-12-11T01:00:00.000Z","10943"
"2023-12-11T01:00:00.000Z","2023-12-11T01:15:00.000Z","10927"
"2023-12-11T01:15:00.000Z","2023-12-11T01:30:00.000Z","10929"
"2023-12-11T01:30:00.000Z","2023-12-11T01:45:00.000Z","10935"
"2023-12-11T01:45:00.000Z","2023-12-11T02:00:00.000Z","10914"
"2023-12-11T02:00:00.000Z","2023-12-11T02:15:00.000Z","10952"
"2023-12-11T02:15:00.000Z","2023-12-11T02:30:00.000Z","10963"
"2023-12-11T02:30:00.000Z","2023-12-11T02:45:00.000Z","10931"
"2023-12-11T02:45:00.000Z","2023-12-11T03:00:00.000Z","11017"
"2023-12-11T03:00:00.000Z","2023-12-11T03:15:00.000Z","11029"
"2023-12-11T03:15:00.000Z","2023-12-11T03:30:00.000Z","11113"
"2023-12-11T03:30:00.000Z","2023-12-11T03:45:00.000Z","11130"
"2023-12-11T03:45:00.000Z","2023-12-11T04:00:00.000Z","11258"
"2023-12-11T04:00:00.000Z","2023-12-11T04:15:00.000Z","11410"
"2023-12-11T04:15:00.000Z","2023-12-11T04:30:00.000Z","11634"
"2023-12-11T04:30:00.000Z","2023-12-11T04:45:00.000Z","11837"
"2023-12-11T04:45:00.000Z","2023-12-11T05:00:00.000Z","12048"
"2023-12-11T05:00:00.000Z","2023-12-11T05:15:00.000Z","12134"
"2023-12-11T05:15:00.000Z","2023-12-11T05:30:00.000Z","12076"
"2023-12-11T05:30:00.000Z","2023-12-11T05:45:00.000Z","12146"
"2023-12-11T05:45:00.000Z","2023-12-11T06:00:00.000Z","12243"
"2023-12-11T06:00:00.000Z","2023-12-11T06:15:00.000Z","12166"
"2023-12-11T06:15:00.000Z","2023-12-11T06:30:00.000Z","12221"
"2023-12-11T06:30:00.000Z","2023-12-11T06:45:00.000Z","12311"
"2023-12-11T06:45:00.000Z","2023-12-11T07:00:00.000Z","12416"
"2023-12-11T07:00:00.000Z","2023-12-11T07:15:00.000Z","12371"
"2023-12-11T07:15:00.000Z","2023-12-11T07:30:00.000Z","12280"
"2023-12-11T07:30:00.000Z","2023-12-11T07:45:00.000Z","12314"
"2023-12-11T07:45:00.000Z","2023-12-11T08:00:00.000Z","12250"
"2023-12-11T08:00:00.000Z","2023-12-11T08:15:00.000Z","12233"
"2023-12-11T08:15:00.000Z","2023-12-11T08:30:00.000Z","12319"
"2023-12-11T08:30:00.000Z","2023-12-11T08:45:00.000Z","12285"
"2023-12-11T08:45:00.000Z","2023-12-11T09:00:00.000Z","12373"
"2023-12-11T09:00:00.000Z","2023-12-11T09:15:00.000Z","12329"
"2023-12-11T09:15:00.000Z","2023-12-11T09:30:00.000Z","12352"
"2023-12-11T09:30:00.000Z","2023-12-11T09:45:00.000Z","12353"
"2023-12-11T09:45:00.000Z","2023-12-11T10:00:00.000Z","12342"
"2023-12-11T10:00:00.000Z","2023-12-11T10:15:00.000Z","12336"
"2023-12-11T10:15:00.000Z","2023-12-11T10:30:00.000Z","12318"
"2023-12-11T10:30:00.000Z","2023-12-11T10:45:00.000Z","12350"
"2023-12-11T10:45:00.000Z","2023-12-11T11:00:00.000Z","12262"
"2023-12-11T11:00:00.000Z","2023-12-11T11:15:00.000Z","12351"
"2023-12-11T11:15:00.000Z","2023-12-11T11:30:00.000Z","12274"
"2023-12-11T11:30:00.000Z","2023-12-11T11:45:00.000Z","12305"
"2023-12-11T11:45:00.000Z","2023-12-11T12:00:00.000Z","12264"
"2023-12-11T12:00:00.000Z","2023-12-11T12:15:00.000Z","12204"
"2023-12-11T12:15:00.000Z","2023-12-11T12:30:00.000Z","12208"
"2023-12-11T12:30:00.000Z","2023-12-11T12:45:00.000Z","12218"
"2023-12-11T12:45:00.000Z","2023-12-11T13:00:00.000Z","12227"
"2023-12-11T13:00:00.000Z","2023-12-11T13:15:00.000Z","12232"
"2023-12-11T13:15:00.000Z","2023-12-11T13:30:00.000Z","12293"
"2023-12-11T13:30:00.000Z","2023-12-11T13:45:00.000Z","12257"
"2023-12-11T13:45:00.000Z","2023-12-11T14:00:00.000Z","12346"
"2023-12-11T14:00:00.000Z","2023-12-11T14:15:00.000Z","12347"
"2023-12-11T14:15:00.000Z","2023-12-11T14:30:00.000Z","12347"
"2023-12-11T14:30:00.000Z","2023-12-11T14:45:00.000Z","12317"
"2023-12-11T14:45:00.000Z","2023-12-11T15:00:00.000Z","12358"
"2023-12-11T15:00:00.000Z","2023-12-11T15:15:00.000Z","12379"
"2023-12-11T15:15:00.000Z","2023-12-11T15:30:00.000Z","12327"
"2023-12-11T15:30:00.000Z","2023-12-11T15:45:00.000Z","12310"
"2023-12-11T15:45:00.000Z","2023-12-11T16:00:00.000Z","12263"
"2023-12-11T16:00:00.000Z","2023-12-11T16:15:00.000Z","12151"
"2023-12-11T16:15:00.000Z","2023-12-11T16:30:00.000Z","12185"
"2023-12-11T16:30:00.000Z","2023-12-11T16:45:00.000Z","12158"
"2023-12-11T16:45:00.000Z","2023-12-11T17:00:00.000Z","12207"
"2023-12-11T17:00:00.000Z","2023-12-11T17:15:00.000Z","12238"
"2023-12-11T17:15:00.000Z","2023-12-11T17:30:00.000Z","12187"
"2023-12-11T17:30:00.000Z","2023-12-11T17:45:00.000Z","12232"
"2023-12-11T17:45:00.000Z","2023-12-11T18:00:00.000Z","12159"
"2023-12-11T18:00:00.000Z","2023-12-11T18:15:00.000Z","12194"
"2023-12-11T18:15:00.000Z","2023-12-11T18:30:00.000Z","12176"
"2023-12-11T18:30:00.000Z","2023-12-11T18:45:00.000Z","12128"
"2023-12-11T18:45:00.000Z","2023-12-11T19:00:00.000Z","12102"
"2023-12-11T19:00:00.000Z","2023-12-11T19:15:00.000Z","12014"
"2023-12-11T19:15:00.000Z","2023-12-11T19:30:00.000Z","11942"
"2023-12-11T19:30:00.000Z","2023-12-11T19:45:00.000Z","11805"
"2023-12-11T19:45:00.000Z","2023-12-11T20:00:00.000Z","11767"
"2023-12-11T20:00:00.000Z","2023-12-11T20:15:00.000Z","11638"
"2023-12-11T20:15:00.000Z","2023-12-11T20:30:00.000Z","11990"
"2023-12-11T20:30:00.000Z","2023-12-11T20:45:00.000Z","12037"
"2023-12-11T20:45:00.000Z","2023-12-11T21:00:00.000Z","11911"
"2023-12-11T21:00:00.000Z","2023-12-11T21:15:00.000Z","11862"
"2023-12-11T21:15:00.000Z","2023-12-11T21:30:00.000Z","11921"
"2023-12-11T21:30:00.000Z","2023-12-11T21:45:00.000Z","11818"
"2023-12-11T21:45:00.000Z","2023-12-11T22:00:00.000Z","11658"
"2023-12-11T22:00:00.000Z","2023-12-11T22:15:00.000Z","11563"
"2023-12-11T22:15:00.000Z","2023-12-11T22:30:00.000Z","11622"
"2023-12-11T22:30:00.000Z","2023-12-11T22:45:00.000Z","11548"
"2023-12-11T22:45:00.000Z","2023-12-11T23:00:00.000Z","11419"
"2023-12-11T23:00:00.000Z","2023-12-11T23:15:00.000Z","11338"
"2023-12-11T23:15:00.000Z","2023-12-11T23:30:00.000Z","11262"
"2023-12-11T23:30:00.000Z","2023-12-11T23:45:00.000Z","11142"
"2023-12-11T23:45:00.000Z","2023-12-12T00:00:00.000Z","11142"
"2023-12-12T00:00:00.000Z","2023-12-12T00:15:00.000Z","11158"
"2023-12-12T00:15:00.000Z","2023-12-12T00:30:00.000Z","11223"
"2023-12-12T00:30:00.000Z","2023-12-12T00:45:00.000Z","10982"
"2023-12-12T00:45:00.000Z","2023-12-12T01:00:00.000Z","10983"
"2023-12-12T01:00:00.000Z","2023-12-12T01:15:00.000Z","10934"
"2023-12-12T01:15:00.000Z","2023-12-12T01:30:00.000Z","10938"
"2023-12-12T01:30:00.000Z","2023-12-12T01:45:00.000Z","10958"
"2023-12-12T01:45:00.000Z","2023-12-12T02:00:00.000Z","10950"
"2023-12-12T02:00:00.000Z","2023-12-12T02:15:00.000Z","10985"
"2023-12-12T02:15:00.000Z","2023-12-12T02:30:00.000Z","10937"
"2023-12-12T02:30:00.000Z","2023-12-12T02:45:00.000Z","10977"
"2023-12-12T02:45:00.000Z","2023-12-12T03:00:00.000Z","10989"
"2023-12-12T03:00:00.000Z","2023-12-12T03:15:00.000Z","10999"
"2023-12-12T03:15:00.000Z","2023-12-12T03:30:00.000Z","11151"
"2023-12-12T03:30:00.000Z","2023-12-12T03:45:00.000Z","11194"
"2023-12-12T03:45:00.000Z","2023-12-12T04:00:00.000Z","11331"
"2023-12-12T04:00:00.000Z","2023-12-12T04:15:00.000Z","11508"
"2023-12-12T04:15:00.000Z","2023-12-12T04:30:00.000Z","11710"
"2023-12-12T04:30:00.000Z","2023-12-12T04:45:00.000Z","11881"
"2023-12-12T04:45:00.000Z","2023-12-12T05:00:00.000Z","12024"
"2023-12-12T05:00:00.000Z","2023-12-12T05:15:00.000Z","12205"
"2023-12-12T05:15:00.000Z","2023-12-12T05:30:00.000Z","12196"
"2023-12-12T05:30:00.000Z","2023-12-12T05:45:00.000Z","12276"
"2023-12-12T05:45:00.000Z","2023-12-12T06:00:00.000Z","12429"
"2023-12-12T06:00:00.000Z","2023-12-12T06:15:00.000Z","12411"
"2023-12-12T06:15:00.000Z","2023-12-12T06:30:00.000Z","12513"
"2023-12-12T06:30:00.000Z","2023-12-12T06:45:00.000Z","12497"
"2023-12-12T06:45:00.000Z","2023-12-12T07:00:00.000Z","12529"
"2023-12-12T07:00:00.000Z","2023-12-12T07:15:00.000Z","12553"
"2023-12-12T07:15:00.000Z","2023-12-12T07:30:00.000Z","12501"
"2023-12-12T07:30:00.000Z","2023-12-12T07:45:00.000Z","12466"
"2023-12-12T07:45:00.000Z","2023-12-12T08:00:00.000Z","12431"
"2023-12-12T08:00:00.000Z","2023-12-12T08:15:00.000Z","12310"
"2023-12-12T08:15:00.000Z","2023-12-12T08:30:00.000Z","12327"
"2023-12-12T08:30:00.000Z","2023-12-12T08:45:00.000Z","12349"
"2023-12-12T08:45:00.000Z","2023-12-12T09:00:00.000Z","12405"
"2023-12-12T09:00:00.000Z","2023-12-12T09:15:00.000Z","12410"
"2023-12-12T09:15:00.000Z","2023-12-12T09:30:00.000Z","12462"
"2023-12-12T09:30:00.000Z","2023-12-12T09:45:00.000Z","12467"
"2023-12-12T09:45:00.000Z","2023-12-12T10:00:00.000Z","12540"
"2023-12-12T10:00:00.000Z","2023-12-12T10:15:00.000Z","12546"
"2023-12-12T10:15:00.000Z","2023-12-12T10:30:00.000Z","12540"
"2023-12-12T10:30:00.000Z","2023-12-12T10:45:00.000Z","12569"
"2023-12-12T10:45:00.000Z","2023-12-12T11:00:00.000Z","12547"
"2023-12-12T11:00:00.000Z","2023-12-12T11:15:00.000Z","12462"
"2023-12-12T11:15:00.000Z","2023-12-12T11:30:00.000Z","12494"
"2023-12-12T11:30:00.000Z","2023-12-12T11:45:00.000Z","12468"
"2023-12-12T11:45:00.000Z","2023-12-12T12:00:00.000Z","12425"
"2023-12-12T12:00:00.000Z","2023-12-12T12:15:00.000Z","12420"
"2023-12-12T12:15:00.000Z","2023-12-12T12:30:00.000Z","12457"
"2023-12-12T12:30:00.000Z","2023-12-12T12:45:00.000Z","12494"
"2023-12-12T12:45:00.000Z","2023-12-12T13:00:00.000Z","12540"
"2023-12-12T13:00:00.000Z","2023-12-12T13:15:00.000Z","12595"
"2023-12-12T13:15:00.000Z","2023-12-12T13:30:00.000Z","12600"
"2023-12-12T13:30:00.000Z","2023-12-12T13:45:00.000Z","12657"
"2023-12-12T13:45:00.000Z","2023-12-12T14:00:00.000Z","12738"
"2023-12-12T14:00:00.000Z","2023-12-12T14:15:00.000Z","12683"
"2023-12-12T14:15:00.000Z","2023-12-12T14:30:00.000Z","12646"
"2023-12-12T14:30:00.000Z","2023-12-12T14:45:00.000Z","12643"
"2023-12-12T14:45:00.000Z","2023-12-12T15:00:00.000Z","12728"
"2023-12-12T15:00:00.000Z","2023-12-12T15:15:00.000Z","12749"
"2023-12-12T15:15:00.000Z","2023-12-12T15:30:00.000Z","12718"
"2023-12-12T15:30:00.000Z","2023-12-12T15:45:00.000Z","12727"
"2023-12-12T15:45:00.000Z","2023-12-12T16:00:00.000Z","12657"
"2023-12-12T16:00:00.000Z","2023-12-12T16:15:00.000Z","12697"
"2023-12-12T16:15:00.000Z","2023-12-12T16:30:00.000Z","12697"
"2023-12-12T16:30:00.000Z","2023-12-12T16:45:00.000Z","12685"
"2023-12-12T16:45:00.000Z","2023-12-12T17:00:00.000Z","12683"
"2023-12-12T17:00:00.000Z","2023-12-12T17:15:00.000Z","12632"
"2023-12-12T17:15:00.000Z","2023-12-12T17:30:00.000Z","12649"
"2023-12-12T17:30:00.000Z","2023-12-12T17:45:00.000Z","12709"
"2023-12-12T17:45:00.000Z","2023-12-12T18:00:00.000Z","12704"
"2023-12-12T18:00:00.000Z","2023-12-12T18:15:00.000Z","12612"
"2023-12-12T18:15:00.000Z","2023-12-12T18:30:00.000Z","12556"
"2023-12-12T18:30:00.000Z","2023-12-12T18:45:00.000Z","12538"
"2023-12-12T18:45:00.000Z","2023-12-12T19:00:00.000Z","12472"
"2023-12-12T19:00:00.000Z","2023-12-12T19:15:00.000Z","12370"
"2023-12-12T19:15:00.000Z","2023-12-12T19:30:00.000Z","12222"
"2023-12-12T19:30:00.000Z","2023-12-12T19:45:00.000Z","12125"
"2023-12-12T19:45:00.000Z","2023-12-12T20:00:00.000Z","11998"
"2023-12-12T20:00:00.000Z","2023-12-12T20:15:00.000Z","11877"
"2023-12-12T20:15:00.000Z","2023-12-12T20:30:00.000Z","12210"
"2023-12-12T20:30:00.000Z","2023-12-12T20:45:00.000Z","12252"
"2023-12-12T20:45:00.000Z","2023-12-12T21:00:00.000Z","12256"
"2023-12-12T21:00:00.000Z","2023-12-12T21:15:00.000Z","12168"
"2023-12-12T21:15:00.000Z","2023-12-12T21:30:00.000Z","12121"
"2023-12-12T21:30:00.000Z","2023-12-12T21:45:00.000Z","12000"
"2023-12-12T21:45:00.000Z","2023-12-12T22:00:00.000Z","11873"
"2023-12-12T22:00:00.000Z","2023-12-12T22:15:00.000Z","11699"
"2023-12-12T22:15:00.000Z","2023-12-12T22:30:00.000Z","11743"
"2023-12-12T22:30:00.000Z","2023-12-12T22:45:00.000Z","11637"
"2023-12-12T22:45:00.000Z","2023-12-12T23:00:00.000Z","11531"
"2023-12-12T23:00:00.000Z","2023-12-12T23:15:00.000Z","11479"
"2023-12-12T23:15:00.000Z","2023-12-12T23:30:00.000Z","11399"
"2023-12-12T23:30:00.000Z","2023-12-12T23:45:00.000Z","11338"
"2023-12-12T23:45:00.000Z","2023-12-13T00:00:00.000Z","11313"
"2023-12-13T00:00:00.000Z","2023-12-13T00:15:00.000Z","11214"
"2023-12-13T00:15:00.000Z","2023-12-13T00:30:00.000Z","11187"
"2023-12-13T00:30:00.000Z","2023-12-13T00:45:00.000Z","11121"
"2023-12-13T00:45:00.000Z","2023-12-13T01:00:00.000Z","11133"
"2023-12-13T01:00:00.000Z","2023-12-13T01:15:00.000Z","11126"
"2023-12-13T01:15:00.000Z","2023-12-13T01:30:00.000Z","11062"
"2023-12-13T01:30:00.000Z","2023-12-13T01:45:00.000Z","11048"
"2023-12-13T01:45:00.000Z","2023-12-13T02:00:00.000Z","11123"
"2023-12-13T02:00:00.000Z","2023-12-13T02:15:00.000Z","11120"
"2023-12-13T02:15:00.000Z","2023-12-13T02:30:00.000Z","11144"
"2023-12-13T02:30:00.000Z","2023-12-13T02:45:00.000Z","11116"
"2023-12-13T02:45:00.000Z","2023-12-13T03:00:00.000Z","11217"
"2023-12-13T03:00:00.000Z","2023-12-13T03:15:00.000Z","11276"
"2023-12-13T03:15:00.000Z","2023-12-13T03:30:00.000Z","11287"
"2023-12-13T03:30:00.000Z","2023-12-13T03:45:00.000Z","11357"
"2023-12-13T03:45:00.000Z","2023-12-13T04:00:00.000Z","11368"
"2023-12-13T04:00:00.000Z","2023-12-13T04:15:00.000Z","11574"
"2023-12-13T04:15:00.000Z","2023-12-13T04:30:00.000Z","11854"
"2023-12-13T04:30:00.000Z","2023-12-13T04:45:00.000Z","12089"
"2023-12-13T04:45:00.000Z","2023-12-13T05:00:00.000Z","12238"
"2023-12-13T05:00:00.000Z","2023-12-13T05:15:00.000Z","12296"
"2023-12-13T05:15:00.000Z","2023-12-13T05:30:00.000Z","12333"
"2023-12-13T05:30:00.000Z","2023-12-13T05:45:00.000Z","12437"
"2023-12-13T05:45:00.000Z","2023-12-13T06:00:00.000Z","12465"
"2023-12-13T06:00:00.000Z","2023-12-13T06:15:00.000Z","12444"
"2023-12-13T06:15:00.000Z","2023-12-13T06:30:00.000Z","12542"
"2023-12-13T06:30:00.000Z","2023-12-13T06:45:00.000Z","12665"
"2023-12-13T06:45:00.000Z","2023-12-13T07:00:00.000Z","12743"
"2023-12-13T07:00:00.000Z","2023-12-13T07:15:00.000Z","12684"
"2023-12-13T07:15:00.000Z","2023-12-13T07:30:00.000Z","12602"
"2023-12-13T07:30:00.000Z","2023-12-13T07:45:00.000Z","12555"
"2023-12-13T07:45:00.000Z","2023-12-13T08:00:00.000Z","12563"
"2023-12-13T08:00:00.000Z","2023-12-13T08:15:00.000Z","12554"
"2023-12-13T08:15:00.000Z","2023-12-13T08:30:00.000Z","12463"
"2023-12-13T08:30:00.000Z","2023-12-13T08:45:00.000Z","12572"
"2023-12-13T08:45:00.000Z","2023-12-13T09:00:00.000Z","12561"
"2023-12-13T09:00:00.000Z","2023-12-13T09:15:00.000Z","12474"
"2023-12-13T09:15:00.000Z","2023-12-13T09:30:00.000Z","12481"
"2023-12-13T09:30:00.000Z","2023-12-13T09:45:00.000Z","12472"
"2023-12-13T09:45:00.000Z","2023-12-13T10:00:00.000Z","12499"
"2023-12-13T10:00:00.000Z","2023-12-13T10:15:00.000Z","12516"
"2023-12-13T10:15:00.000Z","2023-12-13T10:30:00.000Z","12488"
"2023-12-13T10:30:00.000Z","2023-12-13T10:45:00.000Z","12485"
"2023-12-13T10:45:00.000Z","2023-12-13T11:00:00.000Z","12562"
"2023-12-13T11:00:00.000Z","2023-12-13T11:15:00.000Z","12470"
"2023-12-13T11:15:00.000Z","2023-12-13T11:30:00.000Z","12439"
"2023-12-13T11:30:00.000Z","2023-12-13T11:45:00.000Z","12431"
"2023-12-13T11:45:00.000Z","2023-12-13T12:00:00.000Z","12325"
"2023-12-13T12:00:00.000Z","2023-12-13T12:15:00.000Z","12342"
"2023-12-13T12:15:00.000Z","2023-12-13T12:30:00.000Z","12275"
"2023-12-13T12:30:00.000Z","2023-12-13T12:45:00.000Z","12295"
"2023-12-13T12:45:00.000Z","2023-12-13T13:00:00.000Z","12290"
"2023-12-13T13:00:00.000Z","2023-12-13T13:15:00.000Z","12305"
"2023-12-13T13:15:00.000Z","2023-12-13T13:30:00.000Z","12399"
"2023-12-13T13:30:00.000Z","2023-12-13T13:45:00.000Z","12516"
"2023-12-13T13:45:00.000Z","2023-12-13T14:00:00.000Z","12535"
"2023-12-13T14:00:00.000Z","2023-12-13T14:15:00.000Z","12589"
"2023-12-13T14:15:00.000Z","2023-12-13T14:30:00.000Z","12520"
"2023-12-13T14:30:00.000Z","2023-12-13T14:45:00.000Z","12506"
"2023-12-13T14:45:00.000Z","2023-12-13T15:00:00.000Z","12607"
"2023-12-13T15:00:00.000Z","2023-12-13T15:15:00.000Z","12578"
"2023-12-13T15:15:00.000Z","2023-12-13T15:30:00.000Z","12566"
"2023-12-13T15:30:00.000Z","2023-12-13T15:45:00.000Z","12515"
"2023-12-13T15:45:00.000Z","2023-12-13T16:00:00.000Z","12493"
"2023-12-13T16:00:00.000Z","2023-12-13T16:15:00.000Z","12489"
"2023-12-13T16:15:00.000Z","2023-12-13T16:30:00.000Z","12454"
"2023-12-13T16:30:00.000Z","2023-12-13T16:45:00.000Z","12466"
"2023-12-13T16:45:00.000Z","2023-12-13T17:00:00.000Z","12447"
"2023-12-13T17:00:00.000Z","2023-12-13T17:15:00.000Z","12341"
"2023-12-13T17:15:00.000Z","2023-12-13T17:30:00.000Z","12389"
"2023-12-13T17:30:00.000Z","2023-12-13T17:45:00.000Z","12402"
"2023-12-13T17:45:00.000Z","2023-12-13T18:00:00.000Z","12359"
"2023-12-13T18:00:00.000Z","2023-12-13T18:15:00.000Z","12325"
"2023-12-13T18:15:00.000Z","2023-12-13T18:30:00.000Z","12278"
"2023-12-13T18:30:00.000Z","2023-12-13T18:45:00.000Z","12215"
"2023-12-13T18:45:00.000Z","2023-12-13T19:00:00.000Z","12104"
"2023-12-13T19:00:00.000Z","2023-12-13T19:15:00.000Z","12059"
"2023-12-13T19:15:00.000Z","2023-12-13T19:30:00.000Z","12002"
"2023-12-13T19:30:00.000Z","2023-12-13T19:45:00.000Z","11785"
"2023-12-13T19:45:00.000Z","2023-12-13T20:00:00.000Z","11613"
"2023-12-13T20:00:00.000Z","2023-12-13T20:15:00.000Z","11587"
"2023-12-13T20:15:00.000Z","2023-12-13T20:30:00.000Z","11893"
"2023-12-13T20:30:00.000Z","2023-12-13T20:45:00.000Z","11952"
"2023-12-13T20:45:00.000Z","2023-12-13T21:00:00.000Z","11902"
"2023-12-13T21:00:00.000Z","2023-12-13T21:15:00.000Z","11837"
"2023-12-13T21:15:00.000Z","2023-12-13T21:30:00.000Z","11782"
"2023-12-13T21:30:00.000Z","2023-12-13T21:45:00.000Z","11622"
"2023-12-13T21:45:00.000Z","2023-12-13T22:00:00.000Z","11413"
"2023-12-13T22:00:00.000Z","2023-12-13T22:15:00.000Z","11332"
"2023-12-13T22:15:00.000Z","2023-12-13T22:30:00.000Z","11234"
"2023-12-13T22:30:00.000Z","2023-12-13T22:45:00.000Z","11140"
"2023-12-13T22:45:00.000Z","2023-12-13T23:00:00.000Z","11026"
"2023-12-13T23:00:00.000Z","2023-12-13T23:15:00.000Z","10954"
"2023-12-13T23:15:00.000Z","2023-12-13T23:30:00.000Z","10936"
"2023-12-13T23:30:00.000Z","2023-12-13T23:45:00.000Z","10811"
"2023-12-13T23:45:00.000Z","2023-12-14T00:00:00.000Z","10774"
"2023-12-14T00:00:00.000Z","2023-12-14T00:15:00.000Z","10715"
"2023-12-14T00:15:00.000Z","2023-12-14T00:30:00.000Z","10719"
"2023-12-14T00:30:00.000Z","2023-12-14T00:45:00.000Z","10673"
"2023-12-14T00:45:00.000Z","2023-12-14T01:00:00.000Z","10698"
"2023-12-14T01:00:00.000Z","2023-12-14T01:15:00.000Z","10602"
"2023-12-14T01:15:00.000Z","2023-12-14T01:30:00.000Z","10602"
"2023-12-14T01:30:00.000Z","2023-12-14T01:45:00.000Z","10591"
"2023-12-14T01:45:00.000Z","2023-12-14T02:00:00.000Z","10515"
"2023-12-14T02:00:00.000Z","2023-12-14T02:15:00.000Z","10531"
"2023-12-14T02:15:00.000Z","2023-12-14T02:30:00.000Z","10532"
"2023-12-14T02:30:00.000Z","2023-12-14T02:45:00.000Z","10513"
"2023-12-14T02:45:00.000Z","2023-12-14T03:00:00.000Z","10514"
"2023-12-14T03:00:00.000Z","2023-12-14T03:15:00.000Z","10533"
"2023-12-14T03:15:00.000Z","2023-12-14T03:30:00.000Z","10627"
"2023-12-14T03:30:00.000Z","2023-12-14T03:45:00.000Z","10645"
"2023-12-14T03:45:00.000Z","2023-12-14T04:00:00.000Z","10710"
"2023-12-14T04:00:00.000Z","2023-12-14T04:15:00.000Z","10825"
"2023-12-14T04:15:00.000Z","2023-12-14T04:30:00.000Z","11000"
"2023-12-14T04:30:00.000Z","2023-12-14T04:45:00.000Z","11119"
"2023-12-14T04:45:00.000Z","2023-12-14T05:00:00.000Z","11235"
"2023-12-14T05:00:00.000Z","2023-12-14T05:15:00.000Z","11349"
"2023-12-14T05:15:00.000Z","2023-12-14T05:30:00.000Z","11346"
"2023-12-14T05:30:00.000Z","2023-12-14T05:45:00.000Z","11445"
"2023-12-14T05:45:00.000Z","2023-12-14T06:00:00.000Z","11496"
"2023-12-14T06:00:00.000Z","2023-12-14T06:15:00.000Z","11524"
"2023-12-14T06:15:00.000Z","2023-12-14T06:30:00.000Z","11560"
"2023-12-14T06:30:00.000Z","2023-12-14T06:45:00.000Z","11631"
"2023-12-14T06:45:00.000Z","2023-12-14T07:00:00.000Z","11689"
"2023-12-14T07:00:00.000Z","2023-12-14T07:15:00.000Z","11645"
"2023-12-14T07:15:00.000Z","2023-12-14T07:30:00.000Z","11546"
"2023-12-14T07:30:00.000Z","2023-12-14T07:45:00.000Z","11550"
"2023-12-14T07:45:00.000Z","2023-12-14T08:00:00.000Z","11557"
"2023-12-14T08:00:00.000Z","2023-12-14T08:15:00.000Z","11506"
"2023-12-14T08:15:00.000Z","2023-12-14T08:30:00.000Z","11472"
"2023-12-14T08:30:00.000Z","2023-12-14T08:45:00.000Z","11470"
"2023-12-14T08:45:00.000Z","2023-12-14T09:00:00.000Z","11482"
"2023-12-14T09:00:00.000Z","2023-12-14T09:15:00.000Z","11450"
"2023-12-14T09:15:00.000Z","2023-12-14T09:30:00.000Z","11498"
"2023-12-14T09:30:00.000Z","2023-12-14T09:45:00.000Z","11471"
"2023-12-14T09:45:00.000Z","2023-12-14T10:00:00.000Z","11486"
"2023-12-14T10:00:00.000Z","2023-12-14T10:15:00.000Z","11515"
"2023-12-14T10:15:00.000Z","2023-12-14T10:30:00.000Z","11484"
"2023-12-14T10:30:00.000Z","2023-12-14T10:45:00.000Z","11469"
"2023-12-14T10:45:00.000Z","2023-12-14T11:00:00.000Z","11480"
"2023-12-14T11:00:00.000Z","2023-12-14T11:15:00.000Z","11484"
"2023-12-14T11:15:00.000Z","2023-12-14T11:30:00.000Z","11505"
"2023-12-14T11:30:00.000Z","2023-12-14T11:45:00.000Z","11494"
"2023-12-14T11:45:00.000Z","2023-12-14T12:00:00.000Z","11441"
"2023-12-14T12:00:00.000Z","2023-12-14T12:15:00.000Z","11443"
"2023-12-14T12:15:00.000Z","2023-12-14T12:30:00.000Z","11449"
"2023-12-14T12:30:00.000Z","2023-12-14T12:45:00.000Z","11468"
"2023-12-14T12:45:00.000Z","2023-12-14T13:00:00.000Z","11468"
"2023-12-14T13:00:00.000Z","2023-12-14T13:15:00.000Z","11501"
"2023-12-14T13:15:00.000Z","2023-12-14T13:30:00.000Z","11510"
"2023-12-14T13:30:00.000Z","2023-12-14T13:45:00.000Z","11536"
"2023-12-14T13:45:00.000Z","2023-12-14T14:00:00.000Z","11567"
"2023-12-14T14:00:00.000Z","2023-12-14T14:15:00.000Z","11588"
"2023-12-14T14:15:00.000Z","2023-12-14T14:30:00.000Z","11528"
"2023-12-14T14:30:00.000Z","2023-12-14T14:45:00.000Z","11525"
"2023-12-14T14:45:00.000Z","2023-12-14T15:00:00.000Z","11535"
"2023-12-14T15:00:00.000Z","2023-12-14T15:15:00.000Z","11528"
"2023-12-14T15:15:00.000Z","2023-12-14T15:30:00.000Z","11490"
"2023-12-14T15:30:00.000Z","2023-12-14T15:45:00.000Z","11460"
"2023-12-14T15:45:00.000Z","2023-12-14T16:00:00.000Z","11417"
